date,store_id,sku_id,department,price,promo,units_sold,margin_pct,sales_dollars,gross_margin_dollars,lag_1,lag_7,lag_28,rolling_mean_7,rolling_mean_28,rolling_std_28,assortment_size,active_skus_28d_avg,units_28d_avg,assortment_health_ratio,traffic_index,site_score
2024-02-03,1,3,Home,83.59747130665035,0,1,0.2956465637872463,83.59747130665035,24.715305133114093,2.0,0.0,2.0,0.8571428571428571,1.0,0.90267093384844,12,12.0,11.0,1.0,0.789679542872882,1.0382093509110843
2024-02-04,1,3,Home,88.04249039469083,0,3,0.2956465637872463,264.1274711840725,78.08837925738594,1.0,1.0,2.0,1.0,0.9642857142857143,0.8811668550592597,12,12.0,10.642857142857142,1.0,0.789679542872882,1.0382093509110843
2024-02-05,1,3,Home,86.8841635589215,0,1,0.2956465637872463,86.8841635589215,25.687004403724227,3.0,0.0,0.0,1.2857142857142858,1.0,0.9428090415820634,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-06,1,3,Home,85.91655601436169,0,0,0.2956465637872463,0.0,0.0,1.0,2.0,1.0,1.4285714285714286,1.0357142857142858,0.9222413461394476,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-07,1,3,Home,87.26604464914786,0,1,0.2956465637872463,87.26604464914786,25.799906235824977,0.0,1.0,1.0,1.1428571428571428,1.0,0.9428090415820634,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-08,1,3,Home,87.59239614016788,0,1,0.2956465637872463,87.59239614016788,25.89639093273189,1.0,0.0,1.0,1.1428571428571428,1.0,0.9428090415820634,12,12.0,10.678571428571429,1.0,0.789679542872882,1.0382093509110843
2024-02-09,1,3,Home,86.51481755296659,0,0,0.2956465637872463,0.0,0.0,1.0,2.0,1.0,1.2857142857142858,1.0,0.9428090415820634,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-10,1,3,Home,83.64695178196742,0,0,0.2956465637872463,0.0,0.0,0.0,1.0,1.0,1.0,0.9642857142857143,0.9615628812527939,12,12.0,10.357142857142858,1.0,0.789679542872882,1.0382093509110843
2024-02-11,1,3,Home,84.1589604882797,0,0,0.2956465637872463,0.0,0.0,0.0,3.0,0.0,0.8571428571428571,0.9285714285714286,0.9786071518602129,12,12.0,10.107142857142858,1.0,0.789679542872882,1.0382093509110843
2024-02-12,1,3,Home,87.14377697599247,0,1,0.2956465637872463,87.14377697599247,25.763758218394322,0.0,1.0,2.0,0.42857142857142855,0.9285714285714286,0.9786071518602129,12,12.0,9.964285714285714,1.0,0.789679542872882,1.0382093509110843
2024-02-13,1,3,Home,84.11457866611748,0,0,0.2956465637872463,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,0.8928571428571429,0.956044540814477,12,12.0,10.071428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-14,1,3,Home,77.96711713151899,1,0,0.2956465637872463,0.0,0.0,0.0,1.0,2.0,0.42857142857142855,0.8928571428571429,0.956044540814477,12,12.0,10.071428571428571,1.0,0.789679542872882,1.0382093509110843
2024-01-29,1,4,Automotive,81.15589808932553,1,1,0.43353800404523657,81.15589808932553,35.18416607414482,1.0,0.0,0.0,0.7142857142857143,0.7857142857142857,0.8325393042503718,12,12.0,10.75,1.0,0.789679542872882,1.0382093509110843
2024-01-30,1,4,Automotive,93.38775790178312,0,0,0.43353800404523657,0.0,0.0,1.0,0.0,0.0,0.8571428571428571,0.8214285714285714,0.8189230248533257,12,12.0,10.678571428571429,1.0,0.789679542872882,1.0382093509110843
2024-01-31,1,4,Automotive,93.3359852090528,0,1,0.43353800404523657,93.3359852090528,40.46469673312847,0.0,2.0,1.0,0.8571428571428571,0.8214285714285714,0.8189230248533257,12,12.0,10.678571428571429,1.0,0.789679542872882,1.0382093509110843
2024-02-01,1,4,Automotive,88.42816106696145,0,0,0.43353800404523657,0.0,0.0,1.0,2.0,1.0,0.7142857142857143,0.8214285714285714,0.8189230248533257,12,12.0,10.928571428571429,1.0,0.789679542872882,1.0382093509110843
2024-02-02,1,4,Automotive,90.71379689611746,0,2,0.43353800404523657,181.42759379223492,78.65575689141548,0.0,0.0,2.0,0.42857142857142855,0.7857142857142857,0.8325393042503718,12,12.0,10.821428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-03,1,4,Automotive,94.63053609786289,0,1,0.43353800404523657,94.63053609786289,41.02593374159819,2.0,0.0,1.0,0.7142857142857143,0.7857142857142857,0.8325393042503718,12,12.0,11.0,1.0,0.789679542872882,1.0382093509110843
2024-02-04,1,4,Automotive,88.9151523252065,1,1,0.43353800404523657,88.9151523252065,38.54809766844821,1.0,1.0,2.0,0.8571428571428571,0.7857142857142857,0.8325393042503718,12,12.0,10.642857142857142,1.0,0.789679542872882,1.0382093509110843
2024-02-05,1,4,Automotive,94.96472823761269,0,2,0.43353800404523657,189.92945647522538,82.34163746966584,1.0,1.0,1.0,0.8571428571428571,0.75,0.7993052538854533,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-06,1,4,Automotive,84.69217716088734,1,1,0.43353800404523657,84.69217716088734,36.717277444576666,2.0,0.0,3.0,1.0,0.7857142857142857,0.8325393042503717,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-07,1,4,Automotive,92.77557499060433,0,0,0.43353800404523657,0.0,0.0,1.0,1.0,0.0,1.1428571428571428,0.7142857142857143,0.7126966450997982,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-08,1,4,Automotive,93.95996091950818,0,0,0.43353800404523657,0.0,0.0,0.0,0.0,0.0,1.0,0.7142857142857143,0.7126966450997982,12,12.0,10.678571428571429,1.0,0.789679542872882,1.0382093509110843
2024-02-09,1,4,Automotive,93.63938321732984,0,2,0.43353800404523657,187.27876643465967,81.1924626001364,0.0,2.0,1.0,1.0,0.7142857142857143,0.7126966450997982,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-10,1,4,Automotive,90.51106806597143,0,1,0.43353800404523657,90.51106806597143,39.239987793323806,2.0,1.0,1.0,1.0,0.75,0.7515416254704823,12,12.0,10.357142857142858,1.0,0.789679542872882,1.0382093509110843
2024-02-11,1,4,Automotive,100.49516089469365,0,1,0.43353800404523657,100.49516089469365,43.568471470490394,1.0,1.0,0.0,1.0,0.75,0.7515416254704823,12,12.0,10.107142857142858,1.0,0.789679542872882,1.0382093509110843
2024-02-12,1,4,Automotive,92.74147923863583,0,1,0.43353800404523657,92.74147923863583,40.20695580132092,1.0,2.0,1.0,1.0,0.7857142857142857,0.7382232351894275,12,12.0,9.964285714285714,1.0,0.789679542872882,1.0382093509110843
2024-02-13,1,4,Automotive,88.6135842723813,0,2,0.43353800404523657,177.2271685447626,76.83471291348512,1.0,1.0,1.0,0.8571428571428571,0.7857142857142857,0.7382232351894275,12,12.0,10.071428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-14,1,4,Automotive,86.4809306386103,1,2,0.43353800404523657,172.9618612772206,74.98554011407532,2.0,0.0,0.0,1.0,0.8214285714285714,0.772373514927102,12,12.0,10.071428571428571,1.0,0.789679542872882,1.0382093509110843
2024-01-29,1,5,Tools,176.8148610938603,1,2,0.3279522562392492,353.6297221877206,115.97366526472183,0.0,0.0,1.0,0.42857142857142855,0.7857142857142857,0.629940788348712,12,12.0,10.75,1.0,0.789679542872882,1.0382093509110843
2024-01-30,1,5,Tools,198.9354846183632,0,1,0.3279522562392492,198.9354846183632,65.24134102664067,2.0,1.0,1.0,0.7142857142857143,0.8214285714285714,0.6696362433535825,12,12.0,10.678571428571429,1.0,0.789679542872882,1.0382093509110843
2024-01-31,1,5,Tools,174.9785178587053,1,1,0.3279522562392492,174.9785178587053,57.384599725162154,1.0,1.0,1.0,0.7142857142857143,0.8214285714285714,0.6696362433535825,12,12.0,10.678571428571429,1.0,0.789679542872882,1.0382093509110843
2024-02-01,1,5,Tools,193.49901661612068,0,0,0.3279522562392492,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.8214285714285714,0.6696362433535825,12,12.0,10.928571428571429,1.0,0.789679542872882,1.0382093509110843
2024-02-02,1,5,Tools,198.34893243494818,0,1,0.3279522562392492,198.34893243494818,65.04897991468765,0.0,0.0,0.0,0.7142857142857143,0.8214285714285714,0.6696362433535825,12,12.0,10.821428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-03,1,5,Tools,190.07460318538344,0,0,0.3279522562392492,0.0,0.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.6506000486323554,12,12.0,11.0,1.0,0.789679542872882,1.0382093509110843
2024-02-04,1,5,Tools,187.50448939811798,0,1,0.3279522562392492,187.50448939811798,61.49252035310117,0.0,0.0,1.0,0.7142857142857143,0.8214285714285714,0.6696362433535825,12,12.0,10.642857142857142,1.0,0.789679542872882,1.0382093509110843
2024-02-05,1,5,Tools,181.17941907406092,0,3,0.3279522562392492,543.5382572221828,178.25459780836422,1.0,2.0,2.0,0.8571428571428571,0.8214285714285714,0.6696362433535825,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-06,1,5,Tools,181.36073400976719,1,2,0.3279522562392492,362.72146801953437,118.95532382341896,3.0,1.0,2.0,1.0,0.8571428571428571,0.7559289460184545,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-07,1,5,Tools,188.62456219610692,0,0,0.3279522562392492,0.0,0.0,2.0,1.0,1.0,1.1428571428571428,0.8571428571428571,0.7559289460184545,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-08,1,5,Tools,193.15840480863542,0,2,0.3279522562392492,386.31680961727085,126.69346933713246,0.0,0.0,1.0,1.0,0.8214285714285714,0.7723735149271023,12,12.0,10.678571428571429,1.0,0.789679542872882,1.0382093509110843
2024-02-09,1,5,Tools,184.55761047846224,0,1,0.3279522562392492,184.55761047846224,60.526084762536186,2.0,1.0,2.0,1.2857142857142858,0.8571428571428571,0.8034317926884931,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-10,1,5,Tools,192.90714016963267,0,0,0.3279522562392492,0.0,0.0,1.0,0.0,1.0,1.2857142857142858,0.8214285714285714,0.7723735149271023,12,12.0,10.357142857142858,1.0,0.789679542872882,1.0382093509110843
2024-02-11,1,5,Tools,186.27936121305342,0,0,0.3279522562392492,0.0,0.0,0.0,1.0,1.0,1.2857142857142858,0.7857142857142857,0.7867957924694432,12,12.0,10.107142857142858,1.0,0.789679542872882,1.0382093509110843
2024-02-12,1,5,Tools,185.82089045616087,0,0,0.3279522562392492,0.0,0.0,0.0,3.0,0.0,1.1428571428571428,0.75,0.7993052538854534,12,12.0,9.964285714285714,1.0,0.789679542872882,1.0382093509110843
2024-02-13,1,5,Tools,196.68643479632152,0,2,0.3279522562392492,393.37286959264304,129.0075201262152,0.0,2.0,0.0,0.7142857142857143,0.75,0.7993052538854534,12,12.0,10.071428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-14,1,5,Tools,194.05926705348799,0,1,0.3279522562392492,194.05926705348799,63.642174474326374,2.0,0.0,1.0,0.7142857142857143,0.8214285714285714,0.8189230248533258,12,12.0,10.071428571428571,1.0,0.789679542872882,1.0382093509110843
2024-01-29,1,6,Automotive,178.1343179057031,0,0,0.4328603755706132,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.5357142857142857,0.6929348671835832,12,12.0,10.75,1.0,0.789679542872882,1.0382093509110843
2024-01-30,1,6,Automotive,174.43122847002456,0,1,0.4328603755706132,174.43122847002456,75.50436706677827,0.0,1.0,0.0,0.2857142857142857,0.5,0.6938886664887108,12,12.0,10.678571428571429,1.0,0.789679542872882,1.0382093509110843
2024-01-31,1,6,Automotive,175.53117400096983,0,0,0.4328603755706132,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.5357142857142857,0.6929348671835832,12,12.0,10.678571428571429,1.0,0.789679542872882,1.0382093509110843
2024-02-01,1,6,Automotive,181.2955083822516,0,1,0.4328603755706132,181.2955083822516,78.47564184760668,0.0,0.0,0.0,0.2857142857142857,0.5357142857142857,0.6929348671835832,12,12.0,10.928571428571429,1.0,0.789679542872882,1.0382093509110843
2024-02-02,1,6,Automotive,178.40757123497082,0,0,0.4328603755706132,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.6900655593423541,12,12.0,10.821428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-03,1,6,Automotive,161.5752304869133,1,2,0.4328603755706132,323.1504609738266,139.87902990294737,0.0,1.0,1.0,0.42857142857142855,0.5714285714285714,0.6900655593423541,12,12.0,11.0,1.0,0.789679542872882,1.0382093509110843
2024-02-04,1,6,Automotive,179.73729140361178,0,0,0.4328603755706132,0.0,0.0,2.0,0.0,1.0,0.5714285714285714,0.6071428571428571,0.7373267889143819,12,12.0,10.642857142857142,1.0,0.789679542872882,1.0382093509110843
2024-02-05,1,6,Automotive,174.21290951719507,0,0,0.4328603755706132,0.0,0.0,0.0,0.0,1.0,0.5714285714285714,0.5714285714285714,0.7417981870189156,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-06,1,6,Automotive,174.57522666442964,0,1,0.4328603755706132,174.57522666442964,75.56669817928994,0.0,1.0,1.0,0.5714285714285714,0.5357142857142857,0.7444681351359534,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-07,1,6,Automotive,189.78039912588378,0,0,0.4328603755706132,0.0,0.0,1.0,0.0,0.0,0.5714285714285714,0.5357142857142857,0.7444681351359534,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-08,1,6,Automotive,159.89960826576092,1,0,0.4328603755706132,0.0,0.0,0.0,1.0,1.0,0.5714285714285714,0.5357142857142857,0.7444681351359534,12,12.0,10.678571428571429,1.0,0.789679542872882,1.0382093509110843
2024-02-09,1,6,Automotive,184.04173674715622,0,1,0.4328603755706132,184.04173674715622,79.66437528904197,0.0,0.0,0.0,0.42857142857142855,0.5,0.7453559924999298,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-10,1,6,Automotive,183.07038696873934,0,0,0.4328603755706132,0.0,0.0,1.0,2.0,1.0,0.5714285714285714,0.5357142857142857,0.7444681351359534,12,12.0,10.357142857142858,1.0,0.789679542872882,1.0382093509110843
2024-02-11,1,6,Automotive,180.69559417244093,0,0,0.4328603755706132,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.5,0.7453559924999298,12,12.0,10.107142857142858,1.0,0.789679542872882,1.0382093509110843
2024-02-12,1,6,Automotive,182.33667545635763,0,1,0.4328603755706132,182.33667545635763,78.92632181833596,0.0,0.0,0.0,0.2857142857142857,0.5,0.7453559924999298,12,12.0,9.964285714285714,1.0,0.789679542872882,1.0382093509110843
2024-02-13,1,6,Automotive,175.33036780332793,0,1,0.4328603755706132,175.33036780332793,75.89356885628227,1.0,1.0,0.0,0.42857142857142855,0.5357142857142857,0.7444681351359534,12,12.0,10.071428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-14,1,6,Automotive,188.7566125117054,0,1,0.4328603755706132,188.7566125117054,81.7052581832535,1.0,0.0,3.0,0.42857142857142855,0.5714285714285714,0.7417981870189156,12,12.0,10.071428571428571,1.0,0.789679542872882,1.0382093509110843
2024-01-29,1,7,Home,58.7981383667209,0,0,0.4493645232822362,0.0,0.0,0.0,0.0,1.0,1.0,0.8928571428571429,1.1001442906807546,12,12.0,10.75,1.0,0.789679542872882,1.0382093509110843
2024-01-30,1,7,Home,59.136801020319474,0,2,0.4493645232822362,118.27360204063895,53.14796079786464,0.0,0.0,1.0,1.0,0.8571428571428571,1.1126972805283737,12,12.0,10.678571428571429,1.0,0.789679542872882,1.0382093509110843
2024-01-31,1,7,Home,53.684824871688136,1,3,0.4493645232822362,161.0544746150644,72.37216720786942,2.0,3.0,0.0,1.2857142857142858,0.8928571428571429,1.1333099904225385,12,12.0,10.678571428571429,1.0,0.789679542872882,1.0382093509110843
2024-02-01,1,7,Home,57.09527630949495,1,0,0.4493645232822362,0.0,0.0,3.0,1.0,0.0,1.2857142857142858,1.0,1.186342028003479,12,12.0,10.928571428571429,1.0,0.789679542872882,1.0382093509110843
2024-02-02,1,7,Home,60.907405363981546,0,1,0.4493645232822362,60.907405363981546,27.36962717574348,0.0,2.0,1.0,1.1428571428571428,1.0,1.186342028003479,12,12.0,10.821428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-03,1,7,Home,58.84725519515944,0,0,0.4493645232822362,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.186342028003479,12,12.0,11.0,1.0,0.789679542872882,1.0382093509110843
2024-02-04,1,7,Home,58.91089880065204,0,0,0.4493645232822362,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.8571428571428571,1.0440053112638317,12,12.0,10.642857142857142,1.0,0.789679542872882,1.0382093509110843
2024-02-05,1,7,Home,56.83909009574176,0,2,0.4493645232822362,113.67818019148352,51.082941249338134,0.0,0.0,3.0,0.8571428571428571,0.8571428571428571,1.0440053112638317,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-06,1,7,Home,58.35411419878503,0,0,0.4493645232822362,0.0,0.0,2.0,2.0,0.0,1.1428571428571428,0.8214285714285714,0.9833266074561477,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-07,1,7,Home,61.01770867327375,0,0,0.4493645232822362,0.0,0.0,0.0,3.0,1.0,0.8571428571428571,0.8214285714285714,0.9833266074561477,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
2024-02-08,1,7,Home,57.39934255090298,1,0,0.4493645232822362,0.0,0.0,0.0,0.0,1.0,0.42857142857142855,0.7857142857142857,0.9946949227868761,12,12.0,10.678571428571429,1.0,0.789679542872882,1.0382093509110843
2024-02-09,1,7,Home,61.21892573050247,0,1,0.4493645232822362,61.21892573050247,27.509613376737864,0.0,1.0,0.0,0.42857142857142855,0.75,1.0046189622236181,12,12.0,10.571428571428571,1.0,0.789679542872882,1.0382093509110843
