store_id,sku_id,forecast_units,actual_units,on_hand_units,lead_time_days,pack_size,min_order_qty,safety_stock,raw_reorder_qty,max_reorder_cap,capped_reorder_qty,recommended_reorder_qty,stockout_risk_flag,urgent_reorder_flag,decision_note
1,50,256.04448051993336,243,10.0,8.0,1,10,65.0,312.0,449.0,312.0,312.0,0,1,Urgent review
1,51,289.64578755024246,323,0.0,7.0,10,5,73.0,363.0,507.0,363.0,370.0,1,1,Urgent review
1,52,179.6935766116032,192,0.0,7.0,2,5,45.0,225.0,315.0,225.0,226.0,1,1,Urgent review
1,54,337.23431214873517,371,0.0,7.0,6,20,85.0,423.0,591.0,423.0,426.0,1,1,Urgent review
2,4,29.315366203371763,32,0.0,9.0,10,0,8.0,38.0,52.0,38.0,40.0,1,1,Urgent review
2,5,251.7283159552839,242,92.0,9.0,2,0,63.0,223.0,441.0,223.0,224.0,0,0,Reorder candidate
2,6,250.2903425117005,254,31.0,3.0,5,0,63.0,283.0,439.0,283.0,285.0,0,0,Reorder candidate
2,7,176.20935935373407,165,0.0,7.0,5,0,45.0,222.0,309.0,222.0,225.0,1,1,Urgent review
2,8,175.7126431665304,170,12.0,8.0,4,10,44.0,208.0,308.0,208.0,208.0,0,1,Urgent review
2,9,80.1585422824452,71,0.0,7.0,5,10,21.0,102.0,141.0,102.0,105.0,1,1,Urgent review
2,11,148.8735510757547,156,0.0,7.0,10,5,38.0,187.0,261.0,187.0,190.0,1,1,Urgent review
2,12,47.27097913569659,44,0.0,7.0,10,10,12.0,60.0,83.0,60.0,60.0,1,1,Urgent review
2,14,167.21021031215864,162,91.0,2.0,10,5,42.0,119.0,293.0,119.0,120.0,0,0,Reorder candidate
2,17,105.4582865741674,101,0.0,7.0,10,0,27.0,133.0,185.0,133.0,140.0,1,1,Urgent review
2,18,73.6190193662668,68,0.0,7.0,1,5,19.0,93.0,129.0,93.0,93.0,1,1,Urgent review
2,19,160.86690164421972,138,0.0,7.0,2,20,41.0,202.0,282.0,202.0,202.0,1,1,Urgent review
2,21,27.460041535020075,18,0.0,7.0,4,5,7.0,35.0,49.0,35.0,36.0,1,1,Urgent review
2,26,56.03660769250801,56,0.0,7.0,6,0,15.0,72.0,99.0,72.0,72.0,1,1,Urgent review
2,28,105.45320173128408,84,31.0,11.0,2,20,27.0,102.0,185.0,102.0,102.0,0,0,Reorder candidate
2,29,222.812772040195,221,48.0,14.0,10,10,56.0,231.0,390.0,231.0,240.0,0,1,Urgent review
2,35,30.350789317125518,22,0.0,7.0,1,20,8.0,39.0,54.0,39.0,39.0,1,1,Urgent review
2,39,154.9945547189828,162,50.0,12.0,2,10,39.0,144.0,272.0,144.0,144.0,0,0,Reorder candidate
2,41,168.63643070635172,168,0.0,7.0,10,0,43.0,212.0,296.0,212.0,220.0,1,1,Urgent review
2,45,88.23654633172364,84,0.0,7.0,12,10,23.0,112.0,155.0,112.0,120.0,1,1,Urgent review
2,46,46.56949460064906,50,0.0,7.0,5,0,12.0,59.0,82.0,59.0,60.0,1,1,Urgent review
2,48,161.63992039949005,177,0.0,7.0,4,0,41.0,203.0,283.0,203.0,204.0,1,1,Urgent review
2,51,174.88659623613745,183,0.0,7.0,10,5,44.0,219.0,307.0,219.0,220.0,1,1,Urgent review
2,52,80.96169321323241,71,0.0,7.0,2,5,21.0,102.0,142.0,102.0,102.0,1,1,Urgent review
2,56,160.8774054111676,164,28.0,8.0,2,0,41.0,174.0,282.0,174.0,174.0,0,1,Urgent review
2,57,104.91850256268151,119,0.0,7.0,5,5,27.0,132.0,184.0,132.0,135.0,1,1,Urgent review
2,58,195.0384056563006,205,0.0,4.0,2,0,49.0,245.0,342.0,245.0,246.0,1,1,Urgent review
2,60,131.48729446915894,145,0.0,7.0,2,20,33.0,165.0,231.0,165.0,166.0,1,1,Urgent review
3,1,128.08825281646583,139,0.0,7.0,6,20,33.0,162.0,225.0,162.0,162.0,1,1,Urgent review
3,2,71.26885246193079,71,0.0,7.0,5,0,18.0,90.0,125.0,90.0,90.0,1,1,Urgent review
3,3,147.9256454473461,150,0.0,7.0,12,10,37.0,185.0,259.0,185.0,192.0,1,1,Urgent review
3,7,196.41229107174985,203,0.0,7.0,5,0,50.0,247.0,344.0,247.0,250.0,1,1,Urgent review
3,8,155.17397085224476,176,0.0,7.0,4,10,39.0,195.0,272.0,195.0,196.0,1,1,Urgent review
3,10,162.83373475777785,147,0.0,7.0,12,20,41.0,204.0,285.0,204.0,204.0,1,1,Urgent review
3,11,180.09473578930485,189,99.0,10.0,10,5,46.0,128.0,316.0,128.0,130.0,0,0,Reorder candidate
3,12,58.32437983389684,60,25.0,11.0,10,10,15.0,49.0,103.0,49.0,50.0,0,0,Reorder candidate
3,16,142.7459034714204,132,0.0,7.0,4,0,36.0,179.0,250.0,179.0,180.0,1,1,Urgent review
3,20,247.48798244780608,253,37.0,3.0,12,20,62.0,273.0,434.0,273.0,276.0,0,0,Reorder candidate
3,21,32.77335932231475,34,0.0,7.0,4,5,9.0,42.0,58.0,42.0,44.0,1,1,Urgent review
3,23,70.88991619987907,69,0.0,7.0,4,0,18.0,89.0,125.0,89.0,92.0,1,1,Urgent review
3,24,225.9527207570875,249,0.0,7.0,6,20,57.0,283.0,396.0,283.0,288.0,1,1,Urgent review
3,26,42.56967400553224,37,106.0,5.0,6,0,11.0,0.0,75.0,0.0,0.0,0,0,No action
3,27,130.51496373671299,121,102.0,10.0,10,5,33.0,62.0,229.0,62.0,70.0,0,0,Reorder candidate
3,31,221.8865008845636,228,0.0,7.0,4,0,56.0,278.0,389.0,278.0,280.0,1,1,Urgent review
3,33,98.42233868324998,92,0.0,7.0,1,20,25.0,124.0,173.0,124.0,124.0,1,1,Urgent review
3,35,42.97813961709882,34,0.0,7.0,1,20,11.0,54.0,76.0,54.0,54.0,1,1,Urgent review
3,36,199.98390182218276,179,0.0,7.0,5,20,50.0,250.0,350.0,250.0,250.0,1,1,Urgent review
3,40,131.8970575433644,117,113.0,4.0,10,0,33.0,52.0,231.0,52.0,60.0,0,0,Reorder candidate
3,47,211.6270468975976,223,0.0,7.0,6,0,53.0,265.0,371.0,265.0,270.0,1,1,Urgent review
3,48,154.1830080667032,158,84.0,11.0,4,0,39.0,110.0,270.0,110.0,112.0,0,0,Reorder candidate
3,50,188.21809770806112,209,0.0,7.0,1,10,48.0,237.0,330.0,237.0,237.0,1,1,Urgent review
3,51,144.71146420634122,151,0.0,7.0,10,5,37.0,182.0,254.0,182.0,190.0,1,1,Urgent review
3,53,31.191595379617194,34,73.0,9.0,2,5,8.0,0.0,55.0,0.0,6.0,0,0,Reorder candidate
3,54,146.44241607776797,135,0.0,7.0,6,20,37.0,184.0,257.0,184.0,186.0,1,1,Urgent review
3,55,143.92104461504576,143,0.0,7.0,12,0,36.0,180.0,252.0,180.0,180.0,1,1,Urgent review
3,56,157.08883035958036,159,0.0,7.0,2,0,40.0,198.0,275.0,198.0,198.0,1,1,Urgent review
3,57,137.69250634523334,124,36.0,12.0,5,5,35.0,137.0,241.0,137.0,140.0,0,0,Reorder candidate
3,58,241.0559709159752,257,0.0,7.0,2,0,61.0,303.0,422.0,303.0,304.0,1,1,Urgent review
3,59,105.32935462240492,93,0.0,7.0,6,5,27.0,133.0,185.0,133.0,138.0,1,1,Urgent review
3,60,127.86996160548162,130,0.0,7.0,2,20,32.0,160.0,224.0,160.0,160.0,1,1,Urgent review
4,3,293.5996152608299,286,25.0,10.0,12,10,74.0,343.0,514.0,343.0,348.0,0,1,Urgent review
4,5,579.3082993089279,597,0.0,7.0,2,0,145.0,725.0,1014.0,725.0,726.0,1,1,Urgent review
4,10,398.664992662035,426,0.0,7.0,12,20,100.0,499.0,698.0,499.0,504.0,1,1,Urgent review
4,12,126.98857894077757,143,0.0,7.0,10,10,32.0,159.0,223.0,159.0,160.0,1,1,Urgent review
4,17,405.668821680055,387,0.0,7.0,10,0,102.0,508.0,710.0,508.0,510.0,1,1,Urgent review
4,19,500.14851967755226,495,108.0,11.0,2,20,126.0,519.0,876.0,519.0,520.0,0,1,Urgent review
4,21,67.97125633480145,82,0.0,7.0,4,5,17.0,85.0,119.0,85.0,88.0,1,1,Urgent review
4,23,225.94147787477672,212,16.0,11.0,4,0,57.0,267.0,396.0,267.0,268.0,0,1,Urgent review
4,24,487.8496819720344,512,0.0,7.0,6,20,122.0,610.0,854.0,610.0,612.0,1,1,Urgent review
4,25,631.6783271276945,637,56.0,8.0,5,10,158.0,734.0,1106.0,734.0,735.0,0,1,Urgent review
4,26,121.41175535496208,125,0.0,7.0,6,0,31.0,153.0,213.0,153.0,156.0,1,1,Urgent review
4,29,461.4235904657669,442,0.0,7.0,10,10,116.0,578.0,808.0,578.0,580.0,1,1,Urgent review
4,30,507.2857340208235,509,112.0,13.0,5,10,127.0,523.0,888.0,523.0,525.0,0,1,Urgent review
4,31,662.6792490110186,644,0.0,7.0,4,0,166.0,829.0,1160.0,829.0,832.0,1,1,Urgent review
4,32,372.81033570726373,369,0.0,7.0,5,20,94.0,467.0,653.0,467.0,470.0,1,1,Urgent review
4,33,267.0189500303642,284,0.0,7.0,1,20,67.0,335.0,468.0,335.0,335.0,1,1,Urgent review
4,34,218.8479124523206,203,0.0,7.0,5,5,55.0,274.0,383.0,274.0,275.0,1,1,Urgent review
4,36,525.4902003428889,536,0.0,7.0,5,20,132.0,658.0,920.0,658.0,660.0,1,1,Urgent review
4,37,520.3445852307356,521,100.0,7.0,12,0,131.0,552.0,911.0,552.0,552.0,0,1,Urgent review
4,38,526.5446152445618,583,11.0,12.0,1,20,132.0,648.0,922.0,648.0,648.0,0,1,Urgent review
4,39,632.3017387916955,670,0.0,7.0,2,10,159.0,792.0,1107.0,792.0,792.0,1,1,Urgent review
4,42,486.71508804834724,484,0.0,7.0,6,5,122.0,609.0,852.0,609.0,612.0,1,1,Urgent review
4,44,186.35102658548732,174,0.0,7.0,4,5,47.0,234.0,327.0,234.0,236.0,1,1,Urgent review
4,47,584.7980325633778,622,0.0,7.0,6,0,147.0,732.0,1024.0,732.0,732.0,1,1,Urgent review
4,49,164.04580863194326,157,97.0,13.0,4,10,42.0,110.0,288.0,110.0,112.0,0,0,Reorder candidate
4,51,344.17299152261955,378,93.0,7.0,10,5,87.0,339.0,603.0,339.0,340.0,0,0,Reorder candidate
4,58,545.2306684707132,578,0.0,7.0,2,0,137.0,683.0,955.0,683.0,684.0,1,1,Urgent review
4,60,256.35390214212043,246,80.0,8.0,2,20,65.0,242.0,449.0,242.0,242.0,0,0,Reorder candidate
5,2,209.21941141893112,181,29.0,3.0,5,0,53.0,234.0,367.0,234.0,235.0,0,0,Reorder candidate
5,3,310.9517394223314,327,0.0,7.0,12,10,78.0,389.0,545.0,389.0,396.0,1,1,Urgent review
5,5,437.19660946875877,446,0.0,7.0,2,0,110.0,548.0,766.0,548.0,548.0,1,1,Urgent review
5,7,364.91974520689365,394,0.0,7.0,5,0,92.0,457.0,639.0,457.0,460.0,1,1,Urgent review
5,10,441.0735847760099,453,24.0,2.0,12,20,111.0,529.0,772.0,529.0,540.0,0,0,Reorder candidate
5,11,265.6960977803202,247,0.0,7.0,10,5,67.0,333.0,465.0,333.0,340.0,1,1,Urgent review
5,14,508.9211338144737,522,0.0,7.0,10,5,128.0,637.0,891.0,637.0,640.0,1,1,Urgent review
5,16,330.64106382790374,309,14.0,2.0,4,0,83.0,400.0,579.0,400.0,400.0,0,0,Reorder candidate
5,18,213.73805059137098,206,0.0,7.0,1,5,54.0,268.0,375.0,268.0,268.0,1,1,Urgent review
5,19,428.809208157571,408,28.0,2.0,2,20,108.0,509.0,751.0,509.0,510.0,0,0,Reorder candidate
5,20,354.23669065890687,357,93.0,2.0,12,20,89.0,351.0,620.0,351.0,360.0,0,0,Reorder candidate
5,23,230.38287359050517,198,0.0,7.0,4,0,58.0,289.0,404.0,289.0,292.0,1,1,Urgent review
5,32,248.68417698198434,238,107.0,10.0,5,20,63.0,205.0,436.0,205.0,205.0,0,0,Reorder candidate
5,34,151.81627323938136,141,0.0,7.0,5,5,38.0,190.0,266.0,190.0,190.0,1,1,Urgent review
5,35,86.38317730907093,84,0.0,7.0,1,20,22.0,109.0,152.0,109.0,109.0,1,1,Urgent review
5,36,341.1493124727292,315,92.0,6.0,5,20,86.0,336.0,598.0,336.0,340.0,0,0,Reorder candidate
5,38,540.5114322845355,535,67.0,3.0,1,20,136.0,610.0,946.0,610.0,610.0,0,0,Reorder candidate
5,40,209.0419509187705,228,0.0,7.0,10,0,53.0,263.0,366.0,263.0,270.0,1,1,Urgent review
5,41,391.82181340863775,410,11.0,12.0,10,0,98.0,479.0,686.0,479.0,480.0,0,1,Urgent review
5,42,436.4335742201899,412,0.0,7.0,6,5,110.0,547.0,764.0,547.0,552.0,1,1,Urgent review
5,46,104.73365370407123,105,0.0,7.0,5,0,27.0,132.0,184.0,132.0,135.0,1,1,Urgent review
5,48,370.0528742808826,388,0.0,7.0,4,0,93.0,464.0,648.0,464.0,464.0,1,1,Urgent review
5,49,137.02375886298327,151,0.0,7.0,4,10,35.0,173.0,240.0,173.0,176.0,1,1,Urgent review
5,50,369.9772726925547,411,0.0,7.0,1,10,93.0,463.0,648.0,463.0,463.0,1,1,Urgent review
5,53,95.28056090380686,100,0.0,7.0,2,5,24.0,120.0,167.0,120.0,120.0,1,1,Urgent review
5,54,389.72494566384006,387,0.0,7.0,6,20,98.0,488.0,683.0,488.0,492.0,1,1,Urgent review
5,56,353.97109093576125,344,0.0,7.0,2,0,89.0,443.0,620.0,443.0,444.0,1,1,Urgent review
5,59,353.9548734113987,362,0.0,7.0,6,5,89.0,443.0,620.0,443.0,444.0,1,1,Urgent review
6,1,147.53914578828807,130,36.0,13.0,6,20,37.0,149.0,259.0,149.0,150.0,0,1,Urgent review
6,6,258.46657430871056,245,0.0,7.0,5,0,65.0,324.0,453.0,324.0,325.0,1,1,Urgent review
6,10,205.86365157231475,200,0.0,7.0,12,20,52.0,258.0,361.0,258.0,264.0,1,1,Urgent review
6,11,249.7166691807551,271,0.0,7.0,10,5,63.0,313.0,438.0,313.0,320.0,1,1,Urgent review
6,12,56.66296185660955,42,66.0,9.0,10,10,15.0,6.0,100.0,6.0,10.0,0,0,Reorder candidate
6,18,123.64112238213457,124,0.0,7.0,1,5,31.0,155.0,217.0,155.0,155.0,1,1,Urgent review
6,25,228.5712228532485,222,0.0,7.0,5,10,58.0,287.0,400.0,287.0,290.0,1,1,Urgent review
6,27,199.64029666789642,227,17.0,7.0,10,5,50.0,233.0,350.0,233.0,240.0,0,1,Urgent review
6,29,274.20126859865684,267,0.0,7.0,10,10,69.0,344.0,480.0,344.0,350.0,1,1,Urgent review
6,30,211.69730154020772,220,0.0,7.0,5,10,53.0,265.0,371.0,265.0,265.0,1,1,Urgent review
6,31,242.65760255163102,238,114.0,11.0,4,0,61.0,190.0,425.0,190.0,192.0,0,0,Reorder candidate
6,37,183.52507909724335,174,91.0,2.0,12,0,46.0,139.0,322.0,139.0,144.0,0,0,Reorder candidate
6,41,299.2491408068705,279,113.0,9.0,10,0,75.0,262.0,524.0,262.0,270.0,0,0,Reorder candidate
6,42,283.5887332750884,295,4.0,11.0,6,5,71.0,351.0,497.0,351.0,354.0,0,1,Urgent review
6,45,138.04027395881616,141,0.0,7.0,12,10,35.0,174.0,242.0,174.0,180.0,1,1,Urgent review
6,47,223.7112237656487,219,0.0,7.0,6,0,56.0,280.0,392.0,280.0,282.0,1,1,Urgent review
6,48,183.76104955367737,199,76.0,14.0,4,0,46.0,154.0,322.0,154.0,156.0,0,0,Reorder candidate
6,50,130.82972721406156,125,97.0,9.0,1,10,33.0,67.0,229.0,67.0,67.0,0,0,Reorder candidate
6,53,57.30859358412881,55,0.0,7.0,2,5,15.0,73.0,101.0,73.0,74.0,1,1,Urgent review
6,56,181.8911493168577,179,0.0,7.0,2,0,46.0,228.0,319.0,228.0,228.0,1,1,Urgent review
6,57,182.84174868293482,184,0.0,7.0,5,5,46.0,229.0,320.0,229.0,230.0,1,1,Urgent review
6,59,186.5176861363878,174,0.0,7.0,6,5,47.0,234.0,327.0,234.0,234.0,1,1,Urgent review
7,2,153.19685817263905,138,0.0,7.0,5,0,39.0,193.0,269.0,193.0,195.0,1,1,Urgent review
7,4,41.99065902568124,30,80.0,4.0,10,0,11.0,0.0,74.0,0.0,0.0,0,0,No action
7,5,279.6127831013241,281,0.0,7.0,2,0,70.0,350.0,490.0,350.0,350.0,1,1,Urgent review
7,6,360.6591062965982,338,55.0,13.0,5,0,91.0,397.0,632.0,397.0,400.0,0,1,Urgent review
7,8,281.3508965810553,273,0.0,7.0,4,10,71.0,353.0,493.0,353.0,356.0,1,1,Urgent review
7,11,285.54095310527254,276,98.0,5.0,10,5,72.0,260.0,500.0,260.0,260.0,0,0,Reorder candidate
7,13,352.8520283724569,397,0.0,7.0,1,10,89.0,442.0,618.0,442.0,442.0,1,1,Urgent review
7,14,317.2389173463829,344,0.0,7.0,10,5,80.0,398.0,556.0,398.0,400.0,1,1,Urgent review
7,16,328.4585593619633,362,0.0,7.0,4,0,83.0,412.0,575.0,412.0,412.0,1,1,Urgent review
7,17,343.451712898703,345,0.0,7.0,10,0,86.0,430.0,602.0,430.0,430.0,1,1,Urgent review
7,18,231.96269081042934,260,0.0,7.0,1,5,58.0,290.0,406.0,290.0,290.0,1,1,Urgent review
7,19,387.4415389939445,369,80.0,13.0,2,20,97.0,405.0,679.0,405.0,406.0,0,1,Urgent review
7,23,166.7945553502303,171,0.0,7.0,4,0,42.0,209.0,292.0,209.0,212.0,1,1,Urgent review
7,24,303.98592801440844,316,0.0,7.0,6,20,76.0,380.0,532.0,380.0,384.0,1,1,Urgent review
7,26,96.11568148541095,91,89.0,9.0,6,0,25.0,33.0,169.0,33.0,36.0,0,0,Reorder candidate
7,27,264.9732622246453,264,0.0,7.0,10,5,67.0,332.0,464.0,332.0,340.0,1,1,Urgent review
7,29,485.37861275424854,512,0.0,7.0,10,10,122.0,608.0,850.0,608.0,610.0,1,1,Urgent review
7,30,300.9411473004733,327,0.0,7.0,5,10,76.0,377.0,527.0,377.0,380.0,1,1,Urgent review
7,33,197.70769794221195,206,75.0,5.0,1,20,50.0,173.0,346.0,173.0,173.0,0,0,Reorder candidate
7,36,305.7107035983116,330,0.0,7.0,5,20,77.0,383.0,535.0,383.0,385.0,1,1,Urgent review
7,38,407.8233344528559,396,0.0,7.0,1,20,102.0,510.0,714.0,510.0,510.0,1,1,Urgent review
7,39,389.5774317096787,385,0.0,7.0,2,10,98.0,488.0,682.0,488.0,488.0,1,1,Urgent review
7,40,260.5917888973958,232,0.0,7.0,10,0,66.0,327.0,457.0,327.0,330.0,1,1,Urgent review
7,43,381.1614000092948,327,0.0,7.0,10,20,96.0,478.0,668.0,478.0,480.0,1,1,Urgent review
7,44,123.51039681817984,130,28.0,12.0,4,5,31.0,127.0,217.0,127.0,128.0,0,1,Urgent review
7,45,139.802065851162,133,0.0,7.0,12,10,35.0,175.0,245.0,175.0,180.0,1,1,Urgent review
7,46,85.6329956994518,82,12.0,10.0,5,0,22.0,96.0,150.0,96.0,100.0,0,1,Urgent review
7,48,200.7482078232743,220,81.0,3.0,4,0,51.0,171.0,352.0,171.0,172.0,0,0,Reorder candidate
7,51,280.1491600433869,269,0.0,7.0,10,5,71.0,352.0,491.0,352.0,360.0,1,1,Urgent review
7,58,307.6236073013428,326,26.0,4.0,2,0,77.0,359.0,539.0,359.0,360.0,0,0,Reorder candidate
7,60,198.52538425452795,213,0.0,7.0,2,20,50.0,249.0,348.0,249.0,250.0,1,1,Urgent review
8,1,242.13699017811743,222,0.0,7.0,6,20,61.0,304.0,424.0,304.0,306.0,1,1,Urgent review
8,5,441.8890378731673,455,0.0,7.0,2,0,111.0,553.0,774.0,553.0,554.0,1,1,Urgent review
8,6,445.53965065519014,460,0.0,7.0,5,0,112.0,558.0,780.0,558.0,560.0,1,1,Urgent review
8,7,338.4014643848167,322,60.0,4.0,5,0,85.0,364.0,593.0,364.0,365.0,0,0,Reorder candidate
8,9,232.89567300761777,232,73.0,9.0,5,10,59.0,219.0,408.0,219.0,220.0,0,0,Reorder candidate
8,11,424.2276201344513,422,16.0,13.0,10,5,107.0,516.0,743.0,516.0,520.0,0,1,Urgent review
8,14,359.38699058635234,345,102.0,10.0,10,5,90.0,348.0,629.0,348.0,350.0,0,0,Reorder candidate
8,17,298.8648232237217,314,0.0,7.0,10,0,75.0,374.0,524.0,374.0,380.0,1,1,Urgent review
8,20,570.6837583613545,558,0.0,7.0,12,20,143.0,714.0,999.0,714.0,720.0,1,1,Urgent review
8,21,69.0954134429511,61,0.0,7.0,4,5,18.0,88.0,121.0,88.0,88.0,1,1,Urgent review
8,23,195.94551262085855,180,85.0,13.0,4,0,49.0,160.0,343.0,160.0,160.0,0,0,Reorder candidate
8,25,580.3275509042276,586,0.0,7.0,5,10,146.0,727.0,1016.0,727.0,730.0,1,1,Urgent review
8,26,139.01873086900883,120,31.0,12.0,6,0,35.0,144.0,244.0,144.0,144.0,0,1,Urgent review
8,30,409.43348917599747,392,37.0,8.0,5,10,103.0,476.0,717.0,476.0,480.0,0,1,Urgent review
8,32,234.58291602161822,220,102.0,3.0,5,20,59.0,192.0,411.0,192.0,195.0,0,0,Reorder candidate
8,33,312.9075177744821,318,96.0,2.0,1,20,79.0,296.0,548.0,296.0,296.0,0,0,Reorder candidate
8,35,65.91200164139288,54,0.0,7.0,1,20,17.0,83.0,116.0,83.0,83.0,1,1,Urgent review
8,40,315.3737775513935,325,113.0,13.0,10,0,79.0,282.0,552.0,282.0,290.0,0,0,Reorder candidate
8,42,635.7939211770492,645,0.0,7.0,6,5,159.0,795.0,1113.0,795.0,798.0,1,1,Urgent review
8,43,479.9665889236761,491,5.0,10.0,10,20,120.0,595.0,840.0,595.0,600.0,0,1,Urgent review
8,44,162.48069235474563,157,43.0,2.0,4,5,41.0,161.0,285.0,161.0,164.0,0,0,Reorder candidate
8,45,306.18836234730963,299,113.0,3.0,12,10,77.0,271.0,536.0,271.0,276.0,0,0,Reorder candidate
8,46,88.60143582900149,104,0.0,7.0,5,0,23.0,112.0,156.0,112.0,115.0,1,1,Urgent review
8,48,361.98364421352983,385,25.0,7.0,4,0,91.0,428.0,634.0,428.0,428.0,0,1,Urgent review
8,50,319.74872695046685,279,101.0,10.0,1,10,80.0,299.0,560.0,299.0,299.0,0,0,Reorder candidate
8,51,288.87332138262764,302,44.0,10.0,10,5,73.0,318.0,506.0,318.0,320.0,0,1,Urgent review
8,52,173.40694184380885,142,103.0,12.0,2,5,44.0,115.0,304.0,115.0,116.0,0,0,Reorder candidate
8,53,76.69231061498215,60,87.0,10.0,2,5,20.0,10.0,135.0,10.0,10.0,0,0,Reorder candidate
8,54,421.9107449567967,399,109.0,7.0,6,20,106.0,419.0,739.0,419.0,420.0,0,0,Reorder candidate
8,57,368.5241380406967,410,104.0,14.0,5,5,93.0,358.0,645.0,358.0,360.0,0,0,Reorder candidate
9,1,192.59739629051182,215,41.0,13.0,6,20,49.0,201.0,338.0,201.0,204.0,0,1,Urgent review
9,2,126.26837440726854,112,116.0,3.0,5,0,32.0,43.0,221.0,43.0,45.0,0,0,Reorder candidate
9,6,338.47024056556944,354,0.0,7.0,5,0,85.0,424.0,593.0,424.0,425.0,1,1,Urgent review
9,8,194.91607325129155,199,0.0,7.0,4,10,49.0,244.0,342.0,244.0,244.0,1,1,Urgent review
9,11,241.79408170288548,264,0.0,7.0,10,5,61.0,303.0,424.0,303.0,310.0,1,1,Urgent review
9,12,70.80782186294934,68,0.0,7.0,10,10,18.0,89.0,124.0,89.0,90.0,1,1,Urgent review
9,15,361.93859703678305,387,13.0,3.0,10,10,91.0,440.0,634.0,440.0,440.0,0,0,Reorder candidate
9,19,231.50879597869294,245,0.0,7.0,2,20,58.0,290.0,406.0,290.0,290.0,1,1,Urgent review
9,20,345.9376758329129,356,0.0,7.0,12,20,87.0,433.0,606.0,433.0,444.0,1,1,Urgent review
9,21,35.82099143707541,34,39.0,6.0,4,5,9.0,6.0,63.0,6.0,8.0,0,0,Reorder candidate
9,22,46.24435150851053,36,0.0,7.0,2,5,12.0,59.0,81.0,59.0,60.0,1,1,Urgent review
9,23,177.3192032649012,170,0.0,7.0,4,0,45.0,223.0,311.0,223.0,224.0,1,1,Urgent review
9,26,87.96270429761137,95,0.0,7.0,6,0,22.0,110.0,154.0,110.0,114.0,1,1,Urgent review
9,28,183.15677440286436,188,0.0,7.0,2,20,46.0,230.0,321.0,230.0,230.0,1,1,Urgent review
9,29,283.8196948877696,269,0.0,7.0,10,10,71.0,355.0,497.0,355.0,360.0,1,1,Urgent review
9,31,323.0878598662813,333,7.0,5.0,4,0,81.0,398.0,566.0,398.0,400.0,0,0,Reorder candidate
